LocationDesc,Current Smoking %,Gender,Race,Age,Education
New Hampshire,21.7,Overall,All Races,18 to 24 Years,All Grades
New Hampshire,23.9,Overall,All Races,25 to 44 Years,All Grades
New Hampshire,16.7,Overall,All Races,45 to 64 Years,All Grades
New Hampshire,7.4,Overall,All Races,65 Years and Older,All Grades
New Hampshire,45.7,Overall,All Races,Age 20 and Older,< 12th Grade
New Hampshire,11.9,Overall,All Races,Age 20 and Older,> 12th Grade
New Hampshire,22.6,Overall,All Races,Age 20 and Older,12th Grade
New Hampshire,41,Overall,All Races,Age 25 and Older,< 12th Grade
New Hampshire,11.8,Overall,All Races,Age 25 and Older,> 12th Grade
New Hampshire,21.3,Overall,All Races,Age 25 and Older,12th Grade
New Hampshire,,Overall,American Indian/Alaska Native,All Ages,All Grades
New Hampshire,9.2,Overall,Asian/Pacific Islander,All Ages,All Grades
New Hampshire,14.6,Overall,Hispanic,All Ages,All Grades
New Hampshire,17.3,Overall,White,All Ages,All Grades
New Hampshire,62.6,Female,All Races,All Ages,All Grades
New Hampshire,63.8,Male,All Races,All Ages,All Grades
New Hampshire,63.2,Overall,All Races,All Ages,All Grades
New Hampshire,51.2,Female,All Races,All Ages,All Grades
New Hampshire,53.9,Male,All Races,All Ages,All Grades
New Hampshire,52.6,Overall,All Races,All Ages,All Grades
New Hampshire,72.9,Female,All Races,All Ages,All Grades
New Hampshire,74.9,Male,All Races,All Ages,All Grades
New Hampshire,73.9,Overall,All Races,All Ages,All Grades
New Hampshire,27.1,Female,All Races,All Ages,All Grades
New Hampshire,25.1,Male,All Races,All Ages,All Grades
New Hampshire,26.1,Overall,All Races,All Ages,All Grades
New Hampshire,30.1,Overall,All Races,All Ages,All Grades
New Hampshire,49.3,Male,All Races,All Ages,All Grades
New Hampshire,52.4,Overall,All Races,All Ages,All Grades
New Hampshire,16.7,Female,All Races,All Ages,All Grades
New Hampshire,18.4,Male,All Races,All Ages,All Grades
New Hampshire,17.5,Overall,All Races,All Ages,All Grades
New Hampshire,28,Female,All Races,All Ages,All Grades
New Hampshire,32.4,Male,All Races,All Ages,All Grades
New Hampshire,55.4,Female,All Races,All Ages,All Grades
New Jersey,12.6,Female,All Races,18 to 44 Years,All Grades
New Jersey,12.6,Female,All Races,All Ages,All Grades
New Jersey,17.8,Male,All Races,All Ages,All Grades
New Jersey,18,Overall,African American,All Ages,All Grades
New Jersey,12.4,Overall,All Races,18 to 24 Years,All Grades
New Jersey,19.3,Overall,All Races,25 to 44 Years,All Grades
New Jersey,15.5,Overall,All Races,45 to 64 Years,All Grades
New Jersey,9,Overall,All Races,65 Years and Older,All Grades
New Jersey,23.7,Overall,All Races,Age 20 and Older,< 12th Grade
New Jersey,10.9,Overall,All Races,Age 20 and Older,> 12th Grade
New Jersey,21.5,Overall,All Races,Age 20 and Older,12th Grade
New Jersey,23.3,Overall,All Races,Age 25 and Older,< 12th Grade
New Jersey,10.9,Overall,All Races,Age 25 and Older,> 12th Grade
New Jersey,21.5,Overall,All Races,Age 25 and Older,12th Grade
New Jersey,15.1,Overall,All Races,All Ages,All Grades
New Jersey,23.4,Overall,American Indian/Alaska Native,All Ages,All Grades
New Jersey,8.3,Overall,Asian/Pacific Islander,All Ages,All Grades
New Jersey,14.2,Overall,Hispanic,All Ages,All Grades
New Jersey,15.9,Overall,White,All Ages,All Grades
New Jersey,64.1,Female,All Races,All Ages,All Grades
New Jersey,59.5,Male,All Races,All Ages,All Grades
New Jersey,61.6,Overall,All Races,All Ages,All Grades
New Jersey,53.6,Female,All Races,All Ages,All Grades
New Jersey,59.5,Male,All Races,All Ages,All Grades
New Jersey,56.8,Overall,All Races,All Ages,All Grades
New Jersey,65.1,Female,All Races,All Ages,All Grades
New Jersey,60.7,Male,All Races,All Ages,All Grades
New Jersey,62.6,Overall,All Races,All Ages,All Grades
New Jersey,34.9,Female,All Races,All Ages,All Grades
New Jersey,39.3,Male,All Races,All Ages,All Grades
New Jersey,37.4,Overall,All Races,All Ages,All Grades
New Jersey,64.9,Female,All Races,All Ages,All Grades
New Jersey,60.6,Overall,All Races,All Ages,All Grades
New Jersey,12.6,Female,All Races,All Ages,All Grades
New Jersey,17.8,Male,All Races,All Ages,All Grades
New Jersey,15.1,Overall,All Races,All Ages,All Grades
New Jersey,22.5,Female,All Races,All Ages,All Grades
New Jersey,26.2,Male,All Races,All Ages,All Grades
New Jersey,24.3,Overall,All Races,All Ages,All Grades
New Jersey,56,Male,All Races,All Ages,All Grades
New Mexico,19.2,Overall,White,All Ages,All Grades
New Mexico,20,Overall,Hispanic,All Ages,All Grades
New Mexico,2.8,Overall,Asian/Pacific Islander,All Ages,All Grades
New Mexico,11.8,Overall,American Indian/Alaska Native,All Ages,All Grades
New Mexico,19.1,Overall,All Races,All Ages,All Grades
New Mexico,23,Overall,All Races,Age 25 and Older,12th Grade
New Mexico,15.7,Overall,All Races,Age 25 and Older,> 12th Grade
New Mexico,26.2,Overall,All Races,Age 25 and Older,< 12th Grade
New Mexico,22.4,Overall,All Races,Age 20 and Older,12th Grade
New Mexico,15.9,Overall,All Races,Age 20 and Older,> 12th Grade
New Mexico,26.4,Overall,All Races,Age 20 and Older,< 12th Grade
New Mexico,9.9,Overall,All Races,65 Years and Older,All Grades
New Mexico,19.3,Overall,All Races,45 to 64 Years,All Grades
New Mexico,25.1,Overall,All Races,25 to 44 Years,All Grades
New Mexico,17.9,Overall,All Races,18 to 24 Years,All Grades
New Mexico,31.4,Overall,African American,All Ages,All Grades
New Mexico,22,Male,All Races,All Ages,All Grades
New Mexico,16.5,Female,All Races,All Ages,All Grades
New Mexico,17.8,Female,All Races,18 to 44 Years,All Grades
New Mexico,56.3,Female,All Races,All Ages,All Grades
New Mexico,57.1,Overall,All Races,All Ages,All Grades
New Mexico,57.7,Male,All Races,All Ages,All Grades
New Mexico,56.1,Overall,All Races,All Ages,All Grades
New Mexico,55.2,Male,All Races,All Ages,All Grades
New Mexico,57.2,Female,All Races,All Ages,All Grades
New Mexico,33.9,Overall,All Races,All Ages,All Grades
New Mexico,34.5,Male,All Races,All Ages,All Grades
New Mexico,33.1,Female,All Races,All Ages,All Grades
New Mexico,66.1,Overall,All Races,All Ages,All Grades
New Mexico,65.5,Male,All Races,All Ages,All Grades
New Mexico,66.9,Female,All Races,All Ages,All Grades
New Mexico,55.4,Overall,All Races,All Ages,All Grades
New Mexico,48.1,Male,All Races,All Ages,All Grades
New Mexico,62.3,Female,All Races,All Ages,All Grades
New Mexico,25.5,Overall,All Races,All Ages,All Grades
New Mexico,29.9,Male,All Races,All Ages,All Grades
New Mexico,21.3,Female,All Races,All Ages,All Grades
New Mexico,19.1,Overall,All Races,All Ages,All Grades
New Mexico,22,Male,All Races,All Ages,All Grades
New Mexico,16.5,Female,All Races,All Ages,All Grades
New York,12.7,Female,All Races,18 to 44 Years,All Grades
New York,12,Female,All Races,All Ages,All Grades
New York,17,Male,All Races,All Ages,All Grades
New York,16.1,Overall,African American,All Ages,All Grades
New York,14.8,Overall,All Races,18 to 24 Years,All Grades
New York,16.4,Overall,All Races,25 to 44 Years,All Grades
New York,16.1,Overall,All Races,45 to 64 Years,All Grades
New York,7.7,Overall,All Races,65 Years and Older,All Grades
New York,22.2,Overall,All Races,Age 20 and Older,< 12th Grade
New York,11.5,Overall,All Races,Age 20 and Older,> 12th Grade
New York,17.8,Overall,All Races,Age 20 and Older,12th Grade
New York,21.4,Overall,All Races,Age 25 and Older,< 12th Grade
New York,11.1,Overall,All Races,Age 25 and Older,> 12th Grade
New York,17.9,Overall,All Races,Age 25 and Older,12th Grade
New York,14.4,Overall,All Races,All Ages,All Grades
New York,,Overall,American Indian/Alaska Native,All Ages,All Grades
New York,6.8,Overall,Asian/Pacific Islander,All Ages,All Grades
New York,14.1,Overall,Hispanic,All Ages,All Grades
New York,15,Overall,White,All Ages,All Grades
New York,63.5,Female,All Races,All Ages,All Grades
New York,60.9,Male,All Races,All Ages,All Grades
New York,62.1,Overall,All Races,All Ages,All Grades
New York,61,Female,All Races,All Ages,All Grades
New York,47.5,Male,All Races,All Ages,All Grades
New York,53.5,Overall,All Races,All Ages,All Grades
New York,67.2,Female,All Races,All Ages,All Grades
New York,64.7,Male,All Races,All Ages,All Grades
New York,65.8,Overall,All Races,All Ages,All Grades
New York,32.8,Female,All Races,All Ages,All Grades
New York,35.3,Male,All Races,All Ages,All Grades
New York,34.2,Overall,All Races,All Ages,All Grades
New York,62,Overall,All Races,All Ages,All Grades
New York,12,Female,All Races,All Ages,All Grades
New York,17,Male,All Races,All Ages,All Grades
New York,14.4,Overall,All Races,All Ages,All Grades
New York,20.9,Female,All Races,All Ages,All Grades
New York,26.6,Male,All Races,All Ages,All Grades
New York,23.6,Overall,All Races,All Ages,All Grades
New York,67.2,Female,All Races,All Ages,All Grades
New York,56.4,Male,All Races,All Ages,All Grades
North Carolina,20.7,Overall,All Races,45 to 64 Years,All Grades
North Carolina,19.1,Female,All Races,18 to 44 Years,All Grades
North Carolina,16.5,Female,All Races,All Ages,All Grades
North Carolina,21.9,Male,All Races,All Ages,All Grades
North Carolina,20.6,Overall,African American,All Ages,All Grades
North Carolina,16.8,Overall,All Races,18 to 24 Years,All Grades
North Carolina,23.7,Overall,All Races,25 to 44 Years,All Grades
North Carolina,9.7,Overall,All Races,65 Years and Older,All Grades
North Carolina,28.2,Overall,All Races,Age 20 and Older,< 12th Grade
North Carolina,14.7,Overall,All Races,Age 20 and Older,> 12th Grade
North Carolina,25.2,Overall,All Races,Age 20 and Older,12th Grade
North Carolina,28.8,Overall,All Races,Age 25 and Older,< 12th Grade
North Carolina,14.4,Overall,All Races,Age 25 and Older,> 12th Grade
North Carolina,25.1,Overall,All Races,Age 25 and Older,12th Grade
North Carolina,19.1,Overall,All Races,All Ages,All Grades
North Carolina,23.8,Overall,American Indian/Alaska Native,All Ages,All Grades
North Carolina,11.6,Overall,Asian/Pacific Islander,All Ages,All Grades
North Carolina,11.7,Overall,Hispanic,All Ages,All Grades
North Carolina,19.4,Overall,White,All Ages,All Grades
North Carolina,55.7,Female,All Races,All Ages,All Grades
North Carolina,56.5,Male,All Races,All Ages,All Grades
North Carolina,56.1,Overall,All Races,All Ages,All Grades
North Carolina,52.2,Female,All Races,All Ages,All Grades
North Carolina,50.6,Male,All Races,All Ages,All Grades
North Carolina,51.4,Overall,All Races,All Ages,All Grades
North Carolina,71.5,Female,All Races,All Ages,All Grades
North Carolina,65.1,Male,All Races,All Ages,All Grades
North Carolina,68,Overall,All Races,All Ages,All Grades
North Carolina,28.5,Female,All Races,All Ages,All Grades
North Carolina,34.9,Male,All Races,All Ages,All Grades
North Carolina,32,Overall,All Races,All Ages,All Grades
North Carolina,16.5,Female,All Races,All Ages,All Grades
North Carolina,21.9,Male,All Races,All Ages,All Grades
North Carolina,19.1,Overall,All Races,All Ages,All Grades
North Carolina,20.7,Female,All Races,All Ages,All Grades
North Carolina,28.4,Male,All Races,All Ages,All Grades
North Carolina,24.4,Overall,All Races,All Ages,All Grades
North Carolina,62.8,Female,All Races,All Ages,All Grades
North Carolina,49.7,Male,All Races,All Ages,All Grades
North Carolina,56.5,Overall,All Races,All Ages,All Grades
North Dakota,18.6,Female,All Races,18 to 44 Years,All Grades
North Dakota,16.3,Female,All Races,All Ages,All Grades
North Dakota,23.4,Male,All Races,All Ages,All Grades
North Dakota,,Overall,African American,All Ages,All Grades
North Dakota,20.7,Overall,All Races,18 to 24 Years,All Grades
North Dakota,24.9,Overall,All Races,25 to 44 Years,All Grades
North Dakota,20.7,Overall,All Races,45 to 64 Years,All Grades
North Dakota,9.6,Overall,All Races,65 Years and Older,All Grades
North Dakota,43.2,Overall,All Races,Age 20 and Older,< 12th Grade
North Dakota,14,Overall,All Races,Age 20 and Older,> 12th Grade
North Dakota,28.5,Overall,All Races,Age 20 and Older,12th Grade
North Dakota,36,Overall,All Races,Age 25 and Older,< 12th Grade
North Dakota,14.7,Overall,All Races,Age 25 and Older,> 12th Grade
North Dakota,27.3,Overall,All Races,Age 25 and Older,12th Grade
North Dakota,19.9,Overall,All Races,All Ages,All Grades
North Dakota,47.9,Overall,American Indian/Alaska Native,All Ages,All Grades
North Dakota,,Overall,Asian/Pacific Islander,All Ages,All Grades
North Dakota,51,Overall,Hispanic,All Ages,All Grades
North Dakota,17.6,Overall,White,All Ages,All Grades
North Dakota,56.5,Female,All Races,All Ages,All Grades
North Dakota,53.4,Male,All Races,All Ages,All Grades
North Dakota,54.7,Overall,All Races,All Ages,All Grades
North Dakota,51.8,Female,All Races,All Ages,All Grades
North Dakota,46.9,Male,All Races,All Ages,All Grades
North Dakota,48.7,Overall,All Races,All Ages,All Grades
North Dakota,68.8,Female,All Races,All Ages,All Grades
North Dakota,74.6,Male,All Races,All Ages,All Grades
North Dakota,72.3,Overall,All Races,All Ages,All Grades
North Dakota,31.2,Female,All Races,All Ages,All Grades
North Dakota,25.4,Male,All Races,All Ages,All Grades
North Dakota,27.7,Overall,All Races,All Ages,All Grades
North Dakota,16.3,Female,All Races,All Ages,All Grades
North Dakota,23.4,Male,All Races,All Ages,All Grades
North Dakota,19.9,Overall,All Races,All Ages,All Grades
North Dakota,21.2,Female,All Races,All Ages,All Grades
North Dakota,26.8,Male,All Races,All Ages,All Grades
North Dakota,24.1,Overall,All Races,All Ages,All Grades
North Dakota,62.4,Female,All Races,All Ages,All Grades
North Dakota,49.9,Male,All Races,All Ages,All Grades
North Dakota,56,Overall,All Races,All Ages,All Grades
Ohio,20.4,Female,All Races,All Ages,All Grades
Ohio,20.7,Overall,White,All Ages,All Grades
Ohio,20.8,Overall,Hispanic,All Ages,All Grades
Ohio,15.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Ohio,31.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Ohio,21,Overall,All Races,All Ages,All Grades
Ohio,25.5,Overall,All Races,Age 25 and Older,12th Grade
Ohio,14.6,Overall,All Races,Age 25 and Older,> 12th Grade
Ohio,39.9,Overall,All Races,Age 25 and Older,< 12th Grade
Ohio,25.8,Overall,All Races,Age 20 and Older,12th Grade
Ohio,14.6,Overall,All Races,Age 20 and Older,> 12th Grade
Ohio,42.1,Overall,All Races,Age 20 and Older,< 12th Grade
Ohio,10.2,Overall,All Races,65 Years and Older,All Grades
Ohio,22.4,Overall,All Races,45 to 64 Years,All Grades
Ohio,27.2,Overall,All Races,25 to 44 Years,All Grades
Ohio,19.2,Overall,All Races,18 to 24 Years,All Grades
Ohio,22,Overall,African American,All Ages,All Grades
Ohio,21.7,Male,All Races,All Ages,All Grades
Ohio,24.1,Female,All Races,18 to 44 Years,All Grades
Ohio,51.3,Female,All Races,All Ages,All Grades
Ohio,54.3,Overall,All Races,All Ages,All Grades
Ohio,57,Male,All Races,All Ages,All Grades
Ohio,55.6,Overall,All Races,All Ages,All Grades
Ohio,52.7,Male,All Races,All Ages,All Grades
Ohio,58.4,Female,All Races,All Ages,All Grades
Ohio,25.9,Overall,All Races,All Ages,All Grades
Ohio,27,Male,All Races,All Ages,All Grades
Ohio,24.8,Female,All Races,All Ages,All Grades
Ohio,74.1,Overall,All Races,All Ages,All Grades
Ohio,73,Male,All Races,All Ages,All Grades
Ohio,75.2,Female,All Races,All Ages,All Grades
Ohio,54,Overall,All Races,All Ages,All Grades
Ohio,49.5,Male,All Races,All Ages,All Grades
Ohio,58.2,Female,All Races,All Ages,All Grades
Ohio,25,Overall,All Races,All Ages,All Grades
Ohio,28.8,Male,All Races,All Ages,All Grades
Ohio,21.5,Female,All Races,All Ages,All Grades
Ohio,21,Overall,All Races,All Ages,All Grades
Ohio,21.7,Male,All Races,All Ages,All Grades
Ohio,20.4,Female,All Races,All Ages,All Grades
Oklahoma,22.9,Female,All Races,18 to 44 Years,All Grades
Oklahoma,19.1,Female,All Races,All Ages,All Grades
Oklahoma,23.1,Male,All Races,All Ages,All Grades
Oklahoma,25.6,Overall,African American,All Ages,All Grades
Oklahoma,24.1,Overall,All Races,18 to 24 Years,All Grades
Oklahoma,25.3,Overall,All Races,25 to 44 Years,All Grades
Oklahoma,21.3,Overall,All Races,45 to 64 Years,All Grades
Oklahoma,11.2,Overall,All Races,65 Years and Older,All Grades
Oklahoma,34.7,Overall,All Races,Age 20 and Older,< 12th Grade
Oklahoma,14.8,Overall,All Races,Age 20 and Older,> 12th Grade
Oklahoma,25.6,Overall,All Races,Age 20 and Older,12th Grade
Oklahoma,31.5,Overall,All Races,Age 25 and Older,< 12th Grade
Oklahoma,15.3,Overall,All Races,Age 25 and Older,> 12th Grade
Oklahoma,25,Overall,All Races,Age 25 and Older,12th Grade
Oklahoma,21.1,Overall,All Races,All Ages,All Grades
Oklahoma,26.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Oklahoma,11.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Oklahoma,13.3,Overall,Hispanic,All Ages,All Grades
Oklahoma,20.2,Overall,White,All Ages,All Grades
Oklahoma,54,Female,All Races,All Ages,All Grades
Oklahoma,56.2,Male,All Races,All Ages,All Grades
Oklahoma,55.2,Overall,All Races,All Ages,All Grades
Oklahoma,57.5,Female,All Races,All Ages,All Grades
Oklahoma,49.5,Male,All Races,All Ages,All Grades
Oklahoma,53.3,Overall,All Races,All Ages,All Grades
Oklahoma,73.1,Female,All Races,All Ages,All Grades
Oklahoma,70.4,Male,All Races,All Ages,All Grades
Oklahoma,71.7,Overall,All Races,All Ages,All Grades
Oklahoma,26.9,Female,All Races,All Ages,All Grades
Oklahoma,29.6,Male,All Races,All Ages,All Grades
Oklahoma,28.3,Overall,All Races,All Ages,All Grades
Oklahoma,47.3,Male,All Races,All Ages,All Grades
Oklahoma,53,Overall,All Races,All Ages,All Grades
Oklahoma,19.1,Female,All Races,All Ages,All Grades
Oklahoma,23.1,Male,All Races,All Ages,All Grades
Oklahoma,21.1,Overall,All Races,All Ages,All Grades
Oklahoma,22.5,Female,All Races,All Ages,All Grades
Oklahoma,29.6,Male,All Races,All Ages,All Grades
Oklahoma,26,Overall,All Races,All Ages,All Grades
Oklahoma,58.4,Female,All Races,All Ages,All Grades
Oregon,22.2,Overall,All Races,Age 25 and Older,12th Grade
Oregon,19.7,Female,All Races,18 to 44 Years,All Grades
Oregon,15.8,Female,All Races,All Ages,All Grades
Oregon,18.2,Male,All Races,All Ages,All Grades
Oregon,,Overall,African American,All Ages,All Grades
Oregon,17.5,Overall,All Races,18 to 24 Years,All Grades
Oregon,20.8,Overall,All Races,25 to 44 Years,All Grades
Oregon,18.2,Overall,All Races,45 to 64 Years,All Grades
Oregon,8.6,Overall,All Races,65 Years and Older,All Grades
Oregon,32.8,Overall,All Races,Age 20 and Older,< 12th Grade
Oregon,12.3,Overall,All Races,Age 20 and Older,> 12th Grade
Oregon,23.7,Overall,All Races,Age 20 and Older,12th Grade
Oregon,33.8,Overall,All Races,Age 25 and Older,< 12th Grade
Oregon,12.4,Overall,All Races,Age 25 and Older,> 12th Grade
